TeamID,MatchFk,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
65812,EUW1_7607157653,14,28,61,145,412,875,113,134,901,267,0,0,2,2,27,1,1,1,8,31,1,0
65813,EUW1_7607098086,126,136,105,360,526,54,36,101,202,134,1,0,1,6,42,1,1,5,10,55,1,0
65814,EUW1_7607068470,44,62,203,800,134,19,80,55,81,111,1,0,3,9,57,0,1,0,2,36,0,1
65815,EUW1_7607029450,79,254,134,67,902,24,64,777,115,7,0,1,2,3,31,0,0,2,9,31,1,0
65816,EUW1_7607003374,98,20,134,145,350,36,234,84,29,43,0,1,3,11,39,0,0,1,3,7,0,1
65817,EUW1_7606980892,17,36,41,67,37,82,121,117,804,134,0,0,0,0,23,1,1,4,10,47,1,0
65818,EUW1_7606828684,84,141,45,81,267,78,19,134,51,902,0,0,1,9,32,0,0,1,0,15,0,1
65819,EUW1_7607945176,133,143,246,22,412,223,20,136,110,35,1,0,2,9,41,0,1,2,3,22,0,1
65820,EUW1_7607928424,122,245,115,901,902,80,131,42,22,50,1,1,4,9,29,0,0,0,5,19,0,1
65821,EUW1_7607924550,122,59,517,22,17,36,233,800,523,89,1,0,3,9,32,0,1,2,1,24,0,1
65822,EUW1_7606473869,897,91,910,22,7,777,234,54,42,99,1,1,4,6,40,1,0,2,11,47,1,0
65823,EUW1_7606430341,17,266,92,222,98,39,121,8,22,412,0,0,1,1,18,0,0,0,2,14,0,1
65824,EUW1_7604962838,39,36,7,22,53,2,91,10,51,99,1,1,3,11,41,0,0,1,2,20,0,1
65825,EUW1_7604757257,23,33,99,222,143,887,24,777,145,21,0,0,0,3,20,1,1,4,10,39,1,0
65826,EUW1_7604712432,86,141,236,34,147,17,234,134,22,63,0,1,2,9,41,0,0,2,1,21,0,1
65827,EUW1_7604646243,164,254,50,22,117,114,141,901,222,99,1,1,2,7,39,1,0,3,6,37,0,1
65828,EUW1_7604597274,82,19,99,222,518,98,141,497,51,50,0,1,3,2,33,0,0,1,10,61,1,0
65829,EUW1_7603534251,41,64,55,498,497,875,59,910,29,267,1,1,1,10,47,0,0,2,3,21,0,1
65830,EUW1_7603457454,887,238,7,498,80,41,36,84,81,497,0,1,2,5,32,2,0,4,9,41,1,0
65831,EUW1_7603428612,6,36,84,18,412,887,107,142,51,518,0,0,0,1,20,0,1,3,6,37,1,0
65832,EUW1_7603371128,82,62,157,429,555,10,19,55,119,223,0,1,3,10,51,0,0,2,4,32,0,1
65833,EUW1_7603323411,86,238,142,222,235,36,234,1,145,80,0,0,2,2,15,1,1,2,9,45,1,0
65834,EUW1_7603290257,74,24,50,21,201,240,141,131,145,78,0,1,1,8,36,1,0,3,6,34,0,1
65835,EUW1_7603260635,897,203,55,96,117,10,254,246,145,267,0,0,2,2,13,0,1,2,5,33,1,0
65836,EUW1_7603228802,54,141,90,145,79,82,72,101,119,143,0,1,0,4,21,1,0,3,8,29,1,0
65837,EUW1_7603130666,92,24,122,29,350,887,876,800,498,412,0,0,1,1,10,1,1,3,9,31,1,0
65838,EUW1_7603111465,92,11,84,21,497,54,121,103,145,518,0,0,1,2,21,1,1,3,5,36,1,0
65839,EUW1_7607519680,36,107,99,81,267,17,5,800,804,526,1,0,2,4,29,1,1,3,9,35,1,0
65840,EUW1_7607444323,39,64,893,51,53,516,121,25,901,16,1,1,4,12,34,0,0,0,4,29,0,1
65841,EUW1_7606543968,11,106,115,202,267,86,233,711,161,800,0,1,2,2,23,0,0,0,1,12,0,1
65842,EUW1_7606511925,68,876,711,21,31,11,427,136,81,267,0,0,0,2,14,0,0,2,1,28,1,0
65843,EUW1_7606445635,133,141,800,804,432,110,203,115,901,99,0,0,1,3,39,1,1,3,10,46,1,0
65844,EUW1_7606392145,36,91,105,236,26,516,143,7,81,267,0,1,0,0,5,0,0,3,2,23,1,0
65845,EUW1_7606321270,897,246,25,901,16,36,427,238,202,43,0,0,2,3,20,1,1,2,11,38,1,0
65846,EUW1_7606131477,2,234,90,202,59,516,35,910,901,16,0,1,1,2,14,0,0,2,11,48,1,0
65847,EUW1_7606054935,39,24,800,51,142,36,107,84,901,16,0,0,2,7,37,2,1,3,10,47,1,0
65848,EUW1_7606014348,80,245,55,901,412,17,64,103,81,78,0,0,0,0,13,0,0,2,4,30,1,0
65849,EUW1_7602755144,37,107,84,15,60,27,246,55,51,53,0,1,2,6,41,1,0,3,10,40,1,0
65850,EUW1_7602670625,106,20,127,22,902,82,238,131,157,117,1,0,0,7,37,0,1,5,9,39,1,0
65851,EUW1_7601267591,150,141,13,429,34,134,121,42,202,78,0,1,2,8,29,0,0,0,0,9,0,1
65852,EUW1_7601203637,897,245,777,202,432,92,517,13,22,3,0,0,3,10,31,0,1,0,2,20,0,1
65853,EUW1_7600374421,421,59,166,45,78,98,131,517,81,412,1,0,2,10,45,0,1,1,2,24,0,1
65854,EUW1_7600313888,78,131,517,202,412,83,120,134,145,432,1,1,4,10,40,0,0,0,3,26,0,1
65855,EUW1_7599185115,114,62,61,29,142,887,64,800,15,902,0,1,1,8,40,0,0,3,7,32,0,1
65856,EUW1_7599132023,114,517,61,895,142,901,57,887,115,412,0,1,2,6,44,0,0,1,1,21,0,1
65857,EUW1_7598945693,126,59,90,498,497,39,11,3,202,17,1,1,2,9,43,1,0,3,7,42,1,0
65858,EUW1_7598880080,67,120,3,202,7,122,76,517,81,43,0,1,0,3,21,1,0,3,10,33,1,0
65859,EUW1_7608279470,23,106,103,67,800,83,234,131,145,63,1,1,2,6,34,0,0,3,12,50,1,0
65860,EUW1_7608227565,799,28,99,110,161,23,106,55,22,16,0,0,2,5,36,1,1,2,13,48,1,0
65861,EUW1_7608096666,122,106,23,236,201,799,200,7,21,17,1,1,3,7,27,0,0,2,9,41,1,0
65862,EUW1_7608027427,21,106,105,145,99,799,24,39,202,142,0,0,0,0,0,0,0,0,0,1,1,0
65863,EUW1_7606752297,98,106,23,21,25,122,17,777,18,950,0,0,1,3,27,1,1,3,11,55,1,0
65864,EUW1_7606745754,23,106,161,222,412,875,32,131,147,25,0,0,2,3,25,0,0,0,0,5,0,1
65865,EUW1_7606712771,240,131,55,22,526,24,106,134,523,26,0,0,1,3,18,0,1,2,9,31,1,0
65866,EUW1_7606677052,80,106,84,81,800,17,107,131,901,101,1,1,4,11,51,0,0,1,0,25,0,1
65867,EUW1_7604737234,202,19,7,51,888,23,106,142,67,267,0,1,0,3,35,1,0,5,11,36,1,0
65868,EUW1_7604682336,23,106,55,67,412,17,77,99,81,111,1,1,4,9,45,0,0,0,5,31,0,1
65869,EUW1_7604630823,41,11,45,895,555,23,106,166,22,50,1,0,1,6,49,1,1,4,10,45,0,1
65870,EUW1_7604453063,777,32,131,161,267,897,106,63,110,800,1,0,4,9,46,0,1,0,3,36,0,1
65871,EUW1_7604192098,54,106,23,145,497,86,80,517,22,50,0,1,1,4,25,1,0,3,12,44,1,0
65872,EUW1_7604174361,86,238,800,221,26,875,106,887,157,98,0,0,1,5,30,0,1,2,1,16,0,1
65873,EUW1_7604158626,875,106,23,360,101,86,36,910,29,25,0,1,3,12,42,0,0,1,1,19,0,1
65874,EUW1_7604107273,79,59,55,15,800,875,106,23,45,78,0,0,2,4,47,1,1,4,12,48,1,0
65875,EUW1_7604026381,17,234,8,202,267,23,106,800,42,161,0,1,1,5,38,0,0,2,1,17,0,1
65876,EUW1_7603981854,223,246,166,202,99,23,106,84,222,117,0,1,0,9,50,0,0,1,3,22,0,1
65877,EUW1_7603966691,23,106,131,236,53,41,234,99,222,412,0,0,0,0,2,0,0,0,0,0,0,1
65878,EUW1_7603891405,24,104,4,523,875,23,106,127,222,98,1,0,4,9,45,1,1,1,8,42,1,0
65879,EUW1_7603009615,106,799,238,42,267,86,54,157,222,85,0,0,1,2,17,0,1,2,10,36,1,0
65880,EUW1_7602996604,27,31,777,119,518,2,36,63,222,902,2,1,2,9,49,0,0,3,9,35,1,0
65881,EUW1_7602982490,24,141,103,901,902,27,131,157,145,432,0,1,3,9,43,0,0,0,0,19,0,1
65882,EUW1_7602966961,80,234,157,67,37,2,11,134,22,99,0,1,3,9,47,0,0,0,1,19,0,1
65883,EUW1_7602886047,27,64,45,67,497,31,32,157,21,12,0,0,2,4,35,1,1,3,9,42,1,0
65884,EUW1_7602790496,86,59,90,804,143,27,234,134,901,63,0,0,1,4,31,1,1,4,11,47,1,0
65885,EUW1_7602739525,17,121,711,51,22,68,234,800,145,53,1,0,1,10,39,0,1,2,4,27,0,1
65886,EUW1_7602503284,106,56,84,523,34,27,64,103,51,497,0,0,0,2,17,0,1,3,8,39,1,0
65887,EUW1_7602468704,27,106,38,119,201,122,5,131,800,89,0,0,0,0,11,0,1,3,4,25,1,0
65888,EUW1_7602405784,164,33,112,21,902,27,233,800,145,43,2,1,5,9,52,0,0,0,3,39,0,1
65889,EUW1_7602345117,27,517,910,901,201,86,17,893,42,53,0,1,1,6,45,1,0,4,9,40,1,0
65890,EUW1_7602306660,110,64,245,15,412,27,107,85,21,53,0,0,0,4,22,1,1,4,10,37,1,0
65891,EUW1_7602268575,27,238,25,222,267,24,517,34,498,432,1,1,2,9,30,0,0,2,1,21,0,1
65892,EUW1_7601889720,114,32,238,21,143,27,59,31,15,101,1,1,4,11,43,0,0,0,4,27,0,1
65893,EUW1_7601874919,82,245,777,804,154,39,246,142,22,412,0,0,0,2,17,1,1,4,11,43,1,0
65894,EUW1_7601860553,31,19,85,51,80,83,121,136,119,111,2,1,5,9,56,0,0,0,7,31,0,1
65895,EUW1_7601833910,164,203,101,29,117,27,233,134,96,902,1,0,3,10,46,0,1,2,3,34,0,1
65896,EUW1_7601800295,31,254,134,110,161,82,163,85,222,57,0,0,1,3,21,0,0,1,0,10,0,1
65897,EUW1_7601769791,266,200,61,15,111,27,238,85,498,875,1,1,4,5,39,0,0,0,2,15,0,1
65898,EUW1_7601725653,82,36,61,81,235,27,245,238,145,111,0,0,0,3,13,1,1,4,9,33,1,0
65899,EUW1_7608717434,23,141,85,51,902,83,121,8,202,34,0,0,0,2,14,0,1,4,8,41,1,0
65900,EUW1_7608676224,27,64,85,202,412,83,254,26,145,897,0,0,0,3,19,1,1,4,10,32,1,0
65901,EUW1_7608622738,27,107,85,145,17,10,77,800,901,497,0,1,2,4,25,1,0,2,9,48,1,0
65902,EUW1_7608362942,75,64,61,145,111,27,203,103,901,223,0,1,2,3,17,1,0,2,9,42,1,0
65903,EUW1_7608317521,86,245,134,18,517,23,246,711,202,53,1,1,2,10,35,0,0,2,1,23,0,1
65904,EUW1_7608266350,80,517,13,110,111,27,203,238,51,25,0,1,2,9,36,0,0,1,1,14,0,1
65905,EUW1_7608222646,11,238,27,360,147,36,246,84,22,16,0,0,1,9,37,0,1,2,4,39,0,1
65906,EUW1_7608164247,27,234,85,145,555,75,107,61,236,267,0,1,2,8,37,1,0,3,4,32,0,1
65907,EUW1_7608127627,27,59,13,21,43,420,48,131,22,53,0,0,1,3,16,1,1,3,11,36,1,0
65908,EUW1_7607346895,887,141,90,236,16,27,98,41,360,412,1,1,3,11,55,1,0,3,5,53,0,1
65909,EUW1_7607262703,67,48,711,236,267,27,113,105,901,432,1,1,2,6,32,1,0,2,10,43,1,0
65910,EUW1_7607210206,83,48,245,21,147,27,517,103,22,44,0,0,1,4,18,1,1,2,9,30,1,0
65911,EUW1_7606630358,84,233,131,21,89,157,121,127,51,412,0,0,1,2,24,1,1,4,8,45,1,0
65912,EUW1_7606591902,27,131,157,202,164,24,950,127,18,267,0,0,2,2,23,0,1,1,8,39,1,0
65913,EUW1_7606055897,27,56,901,360,53,887,254,99,15,40,1,0,2,1,26,0,1,3,10,32,1,0
65914,EUW1_7605985814,77,19,134,145,43,27,32,901,222,40,2,1,2,6,34,0,0,2,7,33,1,0
65915,EUW1_7605921515,27,62,901,800,902,82,203,142,22,147,1,1,2,4,27,0,0,3,9,45,1,0
65916,EUW1_7605854703,27,131,105,21,89,122,35,38,221,497,2,0,4,11,61,0,1,2,4,43,0,1
65917,EUW1_7605792897,31,32,110,21,43,27,59,55,202,555,3,1,2,8,46,0,0,4,6,51,0,1
65918,EUW1_7605775866,27,59,777,202,143,14,246,910,18,12,0,0,0,0,0,0,0,0,0,0,0,1
65919,EUW1_7608190183,24,245,134,81,235,114,141,164,145,111,1,0,4,9,33,0,1,1,8,34,0,1
65920,EUW1_7608147190,2,91,105,15,235,150,107,246,145,497,1,1,4,8,29,0,0,0,1,20,0,1
65921,EUW1_7608112076,266,131,34,145,412,54,80,112,901,235,0,1,3,10,29,0,0,0,0,8,0,1
65922,EUW1_7606905042,150,517,157,67,117,421,131,800,222,235,0,0,0,1,16,0,1,3,10,36,1,0
65923,EUW1_7606875106,897,56,161,523,235,122,80,131,81,267,0,1,3,10,34,0,0,1,3,11,0,1
65924,EUW1_7606505982,67,143,61,51,235,7,20,163,15,99,2,0,4,8,47,0,1,2,6,41,0,1
65925,EUW1_7606459665,98,163,800,22,235,887,141,55,81,101,0,0,0,2,11,0,1,3,8,28,1,0
65926,EUW1_7606138142,126,950,517,21,235,83,72,103,910,89,1,0,3,9,45,1,1,3,5,33,0,1
65927,EUW1_7606105658,58,246,112,15,235,31,92,800,236,35,0,1,0,4,16,0,0,2,0,14,0,1
65928,EUW1_7606042399,13,203,134,360,143,887,59,136,235,78,0,0,0,2,34,0,1,3,13,40,1,0
65929,EUW1_7605986387,68,254,157,145,111,110,246,103,235,412,0,0,2,0,30,1,0,1,10,44,1,0
65930,EUW1_7605916106,83,245,518,804,235,10,35,777,202,142,0,1,3,7,32,1,0,1,8,22,1,0
65931,EUW1_7605864386,54,154,134,15,235,86,131,901,110,99,0,0,0,6,21,1,1,4,11,41,1,0
65932,EUW1_7605819693,86,121,112,222,235,36,60,238,236,267,0,1,3,8,36,0,0,1,3,16,0,1
65933,EUW1_7604991626,31,54,101,11,14,51,1,74,200,18,0,0,0,4,57,0,0,0,1,51,0,1
65934,EUW1_7604926753,897,48,10,22,555,39,9,103,222,63,0,1,1,3,20,0,0,3,9,37,1,0
65935,EUW1_7604863858,80,78,103,523,40,777,245,84,236,267,0,0,2,15,55,1,1,4,8,42,0,1
65936,EUW1_7604803036,80,154,238,110,235,79,64,7,51,99,1,0,1,10,35,0,1,3,4,34,0,1
65937,EUW1_7604786878,14,63,55,145,35,777,11,90,15,235,0,0,0,0,1,0,0,0,0,1,0,1
65938,EUW1_7604775462,79,120,8,429,12,86,203,90,63,235,0,0,0,0,0,0,0,0,0,0,0,1
65939,EUW1_7597497115,17,121,7,202,35,150,141,517,21,53,0,1,0,2,25,0,0,3,8,35,1,0
65940,EUW1_7597450895,901,234,163,18,517,122,19,7,221,117,1,1,2,6,33,0,0,1,3,35,0,1
65941,EUW1_7597405383,14,36,34,21,12,122,106,91,81,99,0,0,0,2,21,1,1,2,11,32,1,0
65942,EUW1_7596786923,897,32,910,222,161,240,19,84,157,1,0,0,1,2,32,1,1,3,10,43,1,0
65943,EUW1_7596734037,887,245,143,51,111,86,91,45,81,99,0,1,0,0,13,0,0,3,11,36,1,0
65944,EUW1_7596551217,10,11,112,360,223,887,102,238,67,526,1,0,3,11,42,0,1,2,5,29,0,1
65945,EUW1_7590230865,8,11,497,51,89,122,62,893,81,555,0,1,1,4,39,0,0,3,3,25,0,1
65946,EUW1_7588475545,10,238,7,236,111,23,72,131,115,78,0,1,0,3,28,1,0,4,11,39,1,0
65947,EUW1_7588439771,223,113,134,22,99,24,254,910,67,78,0,0,2,2,21,2,1,4,10,51,1,0
65948,EUW1_7588413149,78,32,39,110,147,114,29,800,901,99,1,1,4,10,47,0,0,1,2,32,0,1
65949,EUW1_7528825586,36,234,105,202,25,74,245,45,804,350,0,0,3,11,51,3,1,4,8,46,0,1
65950,EUW1_7528353927,92,32,238,110,202,83,141,777,901,40,0,0,4,9,55,2,1,2,9,43,0,1
65951,EUW1_7517394641,10,233,142,804,117,82,141,3,18,76,0,1,3,2,26,0,0,1,8,32,1,0
65952,EUW1_7517376993,24,517,84,21,99,54,82,3,236,101,0,0,0,0,2,0,0,1,0,10,1,0
65953,EUW1_7517342777,875,131,893,15,99,54,234,711,51,161,0,1,2,9,32,0,0,0,0,12,0,1
65954,EUW1_7516332890,27,91,99,110,555,54,141,246,117,20,0,0,4,11,58,0,1,2,5,45,0,1
65955,EUW1_7516295548,67,92,517,222,80,36,59,82,122,14,0,0,0,2,26,1,1,4,10,40,1,0
65956,EUW1_7516264687,10,64,136,21,526,24,141,29,51,143,0,1,3,9,34,0,0,1,3,27,0,1
65957,EUW1_7495921875,101,523,7,223,63,78,1,110,498,105,0,0,0,4,45,0,0,0,0,33,0,1
65958,EUW1_7495891030,50,3,115,498,131,110,81,63,99,19,0,0,0,1,48,0,0,0,4,66,1,0
65959,EUW1_7607343153,67,421,99,21,25,23,254,112,63,143,1,1,4,10,47,1,0,1,7,30,0,1
65960,EUW1_7607277387,240,78,45,360,89,86,141,84,21,800,0,0,1,4,21,0,1,3,11,40,1,0
65961,EUW1_7607210543,86,121,103,51,89,150,254,131,202,25,0,1,2,6,58,2,0,5,13,54,1,0
65962,EUW1_7606512290,86,121,55,523,800,150,254,112,202,16,0,1,0,1,15,0,0,4,9,36,1,0
65963,EUW1_7606427736,150,131,238,67,99,86,246,84,145,25,0,1,1,1,22,0,0,3,9,48,1,0
65964,EUW1_7606252199,48,32,25,29,16,150,141,10,523,43,0,0,2,3,27,0,1,3,10,29,1,0
65965,EUW1_7606185389,234,200,13,14,412,58,131,26,236,267,0,0,1,0,6,0,1,1,4,21,1,0
65966,EUW1_7606131463,17,154,61,804,26,516,254,157,800,101,0,0,0,0,6,0,0,2,1,19,1,0
65967,EUW1_7604692106,223,48,103,901,350,875,154,950,51,25,0,0,2,4,21,1,1,2,9,39,1,0
65968,EUW1_7604612333,897,141,711,15,79,54,19,90,523,57,2,0,4,12,77,0,1,2,3,51,0,1
65969,EUW1_7603771920,86,950,131,96,25,85,78,90,51,518,1,0,2,8,55,0,1,5,13,69,1,0
65970,EUW1_7603752891,69,254,24,29,35,223,78,518,21,111,0,0,0,0,0,0,0,0,0,1,0,1
65971,EUW1_7603688894,31,24,55,145,111,82,62,103,67,99,1,1,2,11,33,0,0,2,2,17,0,1
65972,EUW1_7603638034,24,76,7,21,89,106,64,517,498,497,0,0,2,9,35,0,1,1,0,16,0,1
65973,EUW1_7602507594,234,804,84,777,902,53,517,245,498,161,0,0,0,4,59,0,0,0,1,45,0,1
65974,EUW1_7602432169,897,131,110,22,111,875,876,103,804,432,0,1,2,7,22,0,0,1,3,23,0,1
65975,EUW1_7602234990,223,131,112,222,267,68,56,711,18,555,1,0,2,10,32,0,1,3,4,51,0,1
65976,EUW1_7602201685,14,64,161,21,111,150,131,163,222,101,0,0,0,4,16,0,1,3,9,48,1,0
65977,EUW1_7602162858,50,141,90,51,800,14,78,131,21,43,0,0,1,4,35,1,1,3,11,55,1,0
65978,EUW1_7602028100,17,11,84,22,3,223,254,103,51,53,0,0,0,0,3,0,0,1,0,12,1,0
65979,EUW1_7608286243,54,64,112,222,99,80,246,131,145,497,0,1,1,1,21,2,0,4,11,48,1,0
65980,EUW1_7607322994,777,246,115,901,43,24,141,110,15,111,2,1,3,11,43,0,0,1,5,29,0,1
65981,EUW1_7605357965,799,246,55,157,201,887,104,517,901,25,1,1,0,5,32,0,0,4,8,46,1,0
65982,EUW1_7598838012,89,246,238,75,3,6,20,910,67,54,0,0,0,0,16,0,1,2,6,23,1,0
65983,EUW1_7598810460,80,246,90,18,53,23,36,142,67,37,0,0,1,2,17,0,1,2,5,26,1,0
65984,EUW1_7598760218,23,59,142,21,12,92,246,61,18,25,1,0,4,10,35,0,1,1,5,24,0,1
65985,EUW1_7590669659,799,60,910,236,43,86,246,91,51,53,0,1,3,10,43,2,0,3,7,48,0,1
65986,EUW1_7590224624,80,5,103,222,432,27,517,115,21,1,1,1,3,7,45,0,0,1,6,39,0,1
65987,EUW1_7590162057,14,254,101,22,111,150,246,103,498,12,0,0,1,3,23,1,1,3,10,52,1,0
65988,EUW1_7588993585,875,24,7,202,555,14,246,131,222,117,0,0,1,1,31,1,1,2,11,26,1,0
65989,EUW1_7588941228,23,246,134,67,517,86,9,55,360,555,0,0,4,9,41,0,1,0,4,36,0,1
65990,EUW1_7588733385,516,141,103,202,40,85,246,800,222,902,0,1,1,2,20,1,0,3,10,37,1,0
65991,EUW1_7588691455,82,107,54,51,412,122,238,69,901,497,0,1,1,0,17,0,0,2,8,35,1,0
65992,EUW1_7588656380,84,106,39,110,143,875,107,41,145,350,0,1,3,11,38,0,0,0,2,29,0,1
65993,EUW1_7588620607,75,246,238,115,555,14,33,34,51,127,1,1,1,11,41,0,0,3,2,28,0,1
65994,EUW1_7588297859,76,246,163,51,89,8,72,84,800,101,0,1,1,5,42,1,0,4,11,38,1,0
65995,EUW1_7587831460,164,246,893,99,223,17,141,55,67,517,0,0,3,11,67,0,1,1,4,40,0,1
65996,EUW1_7587681775,36,121,157,22,50,897,246,84,222,518,0,1,3,11,35,0,0,0,1,8,0,1
65997,EUW1_7587650731,6,233,69,29,14,420,246,800,15,63,0,1,2,3,28,0,0,0,2,11,0,1
65998,EUW1_7587421890,50,246,134,21,89,141,35,910,222,412,1,1,2,9,45,1,0,4,8,42,1,0
65999,EUW1_7608640391,82,876,61,15,412,114,104,90,901,143,0,1,2,2,19,1,0,2,10,26,1,0
66000,EUW1_7608535254,157,9,55,901,99,23,36,127,804,147,0,0,1,1,16,1,1,3,11,33,1,0
66001,EUW1_7606409729,777,121,55,145,233,86,113,12,901,412,0,1,2,4,35,1,0,3,12,60,1,0
66002,EUW1_7606308556,13,44,34,15,432,85,234,55,21,37,1,1,3,8,39,1,0,3,8,49,1,0
66003,EUW1_7604739801,82,234,101,222,50,79,35,246,96,16,1,1,3,3,36,0,0,1,10,38,1,0
66004,EUW1_7604694989,157,203,55,222,267,24,5,245,145,16,0,1,1,8,38,0,0,2,3,21,0,1
66005,EUW1_7604643927,126,11,55,134,2,24,64,142,21,57,0,0,2,8,52,0,1,2,5,50,0,1
66006,EUW1_7603802572,82,141,238,202,800,122,24,55,51,29,0,1,1,10,64,0,0,3,3,39,0,1
66007,EUW1_7603760897,24,131,166,202,902,516,19,157,21,147,0,0,0,0,0,0,0,0,0,0,0,1
66008,EUW1_7603696744,516,950,157,221,5,79,80,777,145,89,1,1,3,6,39,0,0,1,2,21,0,1
66009,EUW1_7602942905,50,11,39,804,526,122,35,246,202,99,0,0,0,3,16,0,1,2,11,43,1,0
66010,EUW1_7602593692,777,54,55,110,16,36,24,910,145,111,0,1,2,8,49,1,0,2,7,47,1,0
66011,EUW1_7602547000,164,48,777,21,3,893,245,39,222,57,0,1,3,4,32,0,0,0,3,23,0,1
66012,EUW1_7602498768,14,77,39,81,235,157,246,61,51,50,0,0,1,2,25,0,1,2,10,44,1,0
66013,EUW1_7602477184,266,246,61,22,63,157,131,99,901,902,0,0,0,0,0,0,0,0,0,0,0,1
66014,EUW1_7599255642,14,154,893,81,412,777,35,13,147,37,0,0,1,2,30,0,1,2,10,34,1,0
66015,EUW1_7599210276,76,20,142,51,53,777,35,55,157,40,0,0,1,0,5,0,0,1,6,20,1,0
66016,EUW1_7599118799,92,887,3,15,35,266,32,7,901,99,1,0,5,10,56,1,0,1,9,63,0,1
66017,EUW1_7599040969,41,35,950,81,99,875,233,131,221,98,0,0,4,3,38,1,1,1,9,40,1,0
66018,EUW1_7598981960,122,48,711,22,80,54,64,7,901,142,1,1,2,8,32,0,0,1,2,23,0,1
66019,EUW1_7606475673,86,517,84,498,111,114,104,131,202,9,1,0,2,11,45,0,1,1,5,24,0,1
66020,EUW1_7606413175,10,121,8,202,26,54,950,38,67,53,0,0,2,9,38,0,1,1,2,23,0,1
66021,EUW1_7604971834,10,950,39,804,154,58,421,910,145,267,0,1,2,5,21,0,0,2,9,23,1,0
66022,EUW1_7603669481,80,60,131,15,412,54,950,55,51,267,2,0,1,3,34,0,1,4,11,49,1,0
66023,EUW1_7601659040,122,950,10,804,432,133,80,157,22,497,0,1,2,8,48,0,0,2,3,36,0,1
66024,EUW1_7601594714,133,9,166,804,154,10,77,800,202,78,1,0,2,4,38,0,1,3,8,46,1,0
66025,EUW1_7601506854,98,238,13,804,518,58,234,777,202,432,1,1,3,9,53,0,0,3,4,56,0,1
66026,EUW1_7601445670,266,887,134,145,53,48,950,61,236,432,0,0,1,1,17,1,1,3,10,37,1,0
66027,EUW1_7600139780,14,121,55,222,53,36,131,112,901,12,1,1,4,10,43,0,0,0,1,24,0,1
66028,EUW1_7599182770,86,234,41,145,526,54,245,800,22,89,0,0,0,3,25,1,1,4,11,44,1,0
66029,EUW1_7599135078,82,950,126,15,60,83,234,141,222,143,0,0,0,1,7,0,1,3,11,24,1,0
66030,EUW1_7599068478,8,950,55,222,902,10,11,23,67,43,1,1,1,8,34,0,0,3,6,29,0,1
66031,EUW1_7598109791,887,113,61,110,412,126,950,55,145,201,1,1,1,9,34,0,0,2,4,22,0,1
66032,EUW1_7598037169,266,950,99,202,161,164,62,3,51,517,1,0,4,9,36,0,1,0,8,28,0,1
66033,EUW1_7597963060,266,950,245,67,142,24,77,711,21,44,2,1,3,6,36,0,0,3,9,39,1,0
66034,EUW1_7597244232,150,950,96,22,11,98,234,800,51,412,0,0,0,4,22,1,1,5,9,41,1,0
66035,EUW1_7596955438,875,56,25,221,350,420,950,893,45,235,0,0,2,2,21,1,1,3,11,35,1,0
66036,EUW1_7596758740,14,121,142,15,902,887,950,112,22,37,1,0,2,9,32,0,1,3,2,29,0,1
66037,EUW1_7592566567,164,35,268,42,223,24,76,8,67,40,0,0,1,4,15,0,1,2,8,30,1,0
66038,EUW1_7592421461,106,59,800,895,432,79,5,80,222,143,1,1,4,9,38,0,0,0,2,27,0,1
66039,EUW1_7608662609,62,876,25,895,22,81,200,45,901,902,0,1,3,4,45,1,0,1,11,50,1,0
66040,EUW1_7608554960,82,163,166,145,16,75,245,910,51,60,0,0,0,3,22,1,1,4,11,35,1,0
66041,EUW1_7608107234,233,17,141,16,895,22,56,75,45,34,0,1,0,8,50,0,0,0,0,3,0,1
66042,EUW1_7607972678,516,121,112,15,201,58,48,115,221,117,0,1,3,8,36,0,0,0,0,12,0,1
66043,EUW1_7607597109,17,56,4,14,235,82,141,99,42,555,0,1,0,3,20,1,0,5,11,62,1,0
66044,EUW1_7607514494,79,56,69,29,223,8,5,134,360,78,2,0,2,6,56,0,0,4,11,55,1,0
66045,EUW1_7607448989,48,36,517,222,53,799,427,110,429,16,0,0,1,1,15,0,1,3,7,31,1,0
66046,EUW1_7607106191,84,120,90,51,518,41,234,800,145,412,0,0,2,1,18,0,1,1,10,35,1,0
66047,EUW1_7606955284,58,120,142,81,63,19,62,268,222,40,1,0,5,11,43,0,1,0,1,26,0,1
66048,EUW1_7606584407,67,120,13,202,412,54,131,157,360,80,0,0,0,2,28,0,1,4,10,44,1,0
66049,EUW1_7605892054,14,154,777,163,80,875,120,112,360,78,0,1,2,3,42,1,0,3,10,45,1,0
66050,EUW1_7605333664,777,77,134,145,432,84,48,166,81,43,0,1,2,5,23,1,0,3,10,38,1,0
66051,EUW1_7605242429,23,59,34,161,89,85,35,45,22,26,1,1,2,11,54,2,0,5,10,71,1,0
66052,EUW1_7601715178,48,11,45,115,60,421,203,142,498,147,1,0,1,3,23,1,1,3,10,33,1,0
66053,EUW1_7600889211,122,48,101,145,111,84,5,163,29,555,0,0,0,1,25,2,1,4,12,47,1,0
